Low,Median,High,Province,Occupation,NOC,Occupation_Code,Occupation_Code_2,OccupationDescription,OccupationDescription_2,Position_Code,Position
19.0,27.5,35.71,NB,Telecommunications line and cable installers and repairers ,72204,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
20.0,33.0,43.27,NB,Telecommunications equipment installation and cable television service technicians ,72205,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
16.0,25.0,34.49,NB,Plumbers ,72300,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
25.0,40.66,46.3,NB,"Steamfitters, pipefitters and sprinkler system installers ",72301,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
22.35,32.17,43.62,NB,Gas fitters ,72302,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
17.0,23.0,31.25,NB,Carpenters ,72310,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
15.56,20.0,25.0,NB,Cabinetmakers ,72311,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
21.0,30.0,45.0,NB,Bricklayers ,72320,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
19.0,27.47,37.03,NB,Insulators ,72321,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
19.0,30.0,40.0,NB,Construction millwrights and industrial mechanics ,72400,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
18.0,28.62,40.0,NB,Heavy-duty equipment mechanics ,72401,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
20.0,30.0,41.0,NB,"Heating, refrigeration and air conditioning mechanics ",72402,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
29.37,38.78,46.7,NB,Railway carmen/women ,72403,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
20.0,35.0,50.0,NB,Aircraft mechanics and aircraft inspectors ,72404,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
33.0,46.0,53.0,NB,Elevator constructors and mechanics ,72406,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
16.0,25.0,31.78,NB,"Automotive service technicians, truck and bus mechanics and mechanical repairers ",72410,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
14.75,22.73,29.0,NB,"Auto body collision, refinishing and glass technicians and damage repair estimators ",72411,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
,23.16,,NB,Appliance servicers and repairers ,72421,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
21.55,30.69,35.08,NB,Electrical mechanics ,72422,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
,21.04,,NB,"Motorcycle, all-terrain vehicle and other related mechanics ",72423,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
15.0,19.0,23.0,NB,Other small engine and small equipment repairers ,72429,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
20.0,32.9,44.5,NB,Crane operators ,72500,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
19.0,53.05,95.19,NB,"Air pilots, flight engineers and flying instructors ",72600,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
36.79,69.99,88.53,NB,Air traffic controllers and related occupations ,72601,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
23.08,36.0,65.38,NB,"Deck officers, water transport ",72602,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
14.75,23.0,29.2,NB,Other technical trades and related occupations ,72999,7,72,"Trades, transport and equipment operators and related occupations",Technical trades and transportation officers and controllers,2,Technical Occupations and/or Supervisors
17.0,21.0,25.0,NB,Concrete finishers ,73100,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
18.08,25.0,30.39,NB,"Plasterers, drywall installers and finishers and lathers ",73102,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
17.54,22.0,30.0,NB,Roofers and shinglers ,73110,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
16.5,20.5,27.0,NB,Glaziers ,73111,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
15.0,20.0,26.0,NB,Painters and decorators (except interior decorators) ,73112,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
18.08,20.91,26.85,NB,Floor covering installers ,73113,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
14.75,21.0,30.0,NB,Residential and commercial installers and servicers ,73200,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
14.75,18.65,24.04,NB,General building maintenance workers and building superintendents ,73201,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
,20.63,,NB,Pest controllers and fumigators ,73202,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
15.0,20.77,45.4,NB,Other repairers and servicers ,73209,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
15.0,20.33,27.0,NB,Transport truck drivers ,73300,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
15.0,20.28,26.25,NB,"Bus drivers, subway operators and other transit operators ",73301,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
,50.54,,NB,Railway and yard locomotive engineers ,73310,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
,36.82,,NB,Railway conductors and brakemen/women ,73311,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
19.0,23.0,31.67,NB,Heavy equipment operators ,73400,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
,22.16,,NB,Printing press operators ,73401,7,73,"Trades, transport and equipment operators and related occupations",General trades,3,General Occupations/Trades
16.5,21.83,29.18,NB,Mail and parcel sorters and related occupations ,74100,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support
21.98,29.0,35.62,NB,Letter carriers ,74101,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support
15.0,19.23,49.33,NB,Couriers and messengers ,74102,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support
20.45,32.09,42.29,NB,Railway yard and track maintenance workers ,74200,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support
16.83,20.0,27.54,NB,Water transport deck and engine room crew ,74201,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support
14.75,17.0,31.25,NB,Air transport ramp attendants ,74202,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support
15.0,19.0,29.2,NB,Automotive and heavy truck and equipment parts installers and servicers ,74203,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support
18.0,23.72,29.25,NB,Public works maintenance equipment operators and related workers ,74205,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support
16.16,26.57,45.94,NB,Longshore workers ,75100,7,75,"Trades, transport and equipment operators and related occupations","Helpers and labourers and other transport drivers, operators and labourers",5,Labourers/Drivers/Support
14.75,18.0,25.0,NB,Material handlers ,75101,7,75,"Trades, transport and equipment operators and related occupations","Helpers and labourers and other transport drivers, operators and labourers",5,Labourers/Drivers/Support
15.0,19.0,24.92,NB,Construction trades helpers and labourers ,75110,7,75,"Trades, transport and equipment operators and related occupations","Helpers and labourers and other transport drivers, operators and labourers",5,Labourers/Drivers/Support
15.0,19.73,25.64,NB,Other trades helpers and labourers ,75119,7,75,"Trades, transport and equipment operators and related occupations","Helpers and labourers and other transport drivers, operators and labourers",5,Labourers/Drivers/Support
14.75,16.35,30.0,NB,Delivery service drivers and door-to-door distributors ,75201,7,75,"Trades, transport and equipment operators and related occupations","Helpers and labourers and other transport drivers, operators and labourers",5,Labourers/Drivers/Support
16.07,21.74,33.35,NB,Boat and cable ferry operators and related occupations ,75210,7,75,"Trades, transport and equipment operators and related occupations","Helpers and labourers and other transport drivers, operators and labourers",5,Labourers/Drivers/Support
14.75,17.0,24.33,NB,Railway and motor transport labourers ,75211,7,75,"Trades, transport and equipment operators and related occupations","Helpers and labourers and other transport drivers, operators and labourers",5,Labourers/Drivers/Support
14.75,20.0,27.0,NB,Public works and maintenance labourers ,75212,7,75,"Trades, transport and equipment operators and related occupations","Helpers and labourers and other transport drivers, operators and labourers",5,Labourers/Drivers/Support
,41.61,,NB,Managers in natural resources production and fishing ,80010,8,80,"Natural resources, agriculture and related production occupations",Middle management occupations in production and agriculture,0,Managers
15.0,20.6,58.82,NB,Managers in agriculture ,80020,8,80,"Natural resources, agriculture and related production occupations",Middle management occupations in production and agriculture,0,Managers
,28.8,,NB,Managers in aquaculture ,80022,8,80,"Natural resources, agriculture and related production occupations",Middle management occupations in production and agriculture,0,Managers
18.33,24.0,35.17,NB,"Supervisors, logging and forestry ",82010,8,82,"Natural resources, agriculture and related production occupations","Supervisors in natural resources, agriculture and related production",2,Technical Occupations and/or Supervisors
26.57,46.32,89.74,NB,"Contractors and supervisors, oil and gas drilling and services ",82021,8,82,"Natural resources, agriculture and related production occupations","Supervisors in natural resources, agriculture and related production",2,Technical Occupations and/or Supervisors
16.5,20.0,32.5,NB,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services ",82031,8,82,"Natural resources, agriculture and related production occupations","Supervisors in natural resources, agriculture and related production",2,Technical Occupations and/or Supervisors
23.81,34.93,50.96,NB,Underground production and development miners ,83100,8,83,"Natural resources, agriculture and related production occupations",Occupations in natural resources and related production,3,General Occupations/Trades
19.15,31.57,50.09,NB,"Oil and gas well drillers, servicers, testers and related workers ",83101,8,83,"Natural resources, agriculture and related production occupations",Occupations in natural resources and related production,3,General Occupations/Trades
19.0,24.0,27.0,NB,Logging machinery operators ,83110,8,83,"Natural resources, agriculture and related production occupations",Occupations in natural resources and related production,3,General Occupations/Trades
15.5,20.0,50.0,NB,Fishermen/women ,83121,8,83,"Natural resources, agriculture and related production occupations",Occupations in natural resources and related production,3,General Occupations/Trades
18.0,21.0,29.0,NB,Chain saw and skidder operators ,84110,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support
14.75,25.64,28.0,NB,Silviculture and forestry workers ,84111,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support
14.75,19.0,20.79,NB,Specialized livestock workers and farm machinery operators ,84120,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support
15.0,20.0,30.0,NB,Fishing vessel deckhands ,84121,8,84,"Natural resources, agriculture and related production occupations","Workers in natural resources, agriculture and related production",4,Workers/Machine Operators/Support
14.75,18.0,25.79,NB,Livestock labourers ,85100,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support
14.75,17.5,22.0,NB,Harvesting labourers ,85101,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support
15.37,18.5,28.33,NB,Aquaculture and marine harvest labourers ,85102,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support
14.75,17.0,28.08,NB,Nursery and greenhouse labourers ,85103,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support
15.22,29.08,52.7,NB,Mine labourers ,85110,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support
14.75,21.63,29.0,NB,"Oil and gas drilling, servicing and related labourers ",85111,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support
15.0,20.0,26.3,NB,Logging and forestry labourers ,85120,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support
14.75,15.0,20.01,NB,Landscaping and grounds maintenance labourers ,85121,8,85,"Natural resources, agriculture and related production occupations","Harvesting, landscaping and natural resources labourers",5,Labourers/Drivers/Support
20.67,42.56,62.5,NB,Manufacturing managers ,90010,9,90,Occupations in manufacturing and utilities,Middle management occupations in manufacturing and utilities,0,Managers
21.43,54.33,88.94,NB,Utilities managers ,90011,9,90,Occupations in manufacturing and utilities,Middle management occupations in manufacturing and utilities,0,Managers
22.09,35.32,59.8,NB,"Supervisors, mineral and metal processing ",92010,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors
18.75,42.53,55.82,NB,"Supervisors, petroleum, gas and chemical processing and utilities ",92011,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors
17.0,25.0,38.46,NB,"Supervisors, food and beverage processing ",92012,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors
21.42,29.07,48.0,NB,"Supervisors, forest products processing ",92014,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors
18.75,32.0,45.67,NB,"Supervisors, other mechanical and metal products manufacturing ",92023,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors
19.12,25.53,33.45,NB,"Supervisors, other products manufacturing and assembly ",92024,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors
22.0,37.0,55.0,NB,Power engineers and power systems operators ,92100,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors
20.07,28.5,54.0,NB,Water and waste treatment plant operators ,92101,9,92,Occupations in manufacturing and utilities,"Processing, manufacturing and utilities supervisors and utilities operators and controllers",2,Technical Occupations and/or Supervisors
33.65,45.0,68.68,NB,"Central control and process operators, petroleum, gas and chemical processing ",93101,9,93,Occupations in manufacturing and utilities,Central control and process operators and aircraft assembly assemblers and inspectors,3,General Occupations/Trades
17.36,22.06,25.94,NB,"Machine operators, mineral and metal processing ",94100,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
16.0,21.0,25.25,NB,"Concrete, clay and stone forming operators ",94103,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
15.0,20.0,23.0,NB,Metalworking and forging machine operators ,94105,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
16.68,20.95,27.08,NB,Machining tool operators ,94106,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
19.56,26.64,41.2,NB,Chemical plant machine operators ,94110,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
14.75,20.0,27.0,NB,Plastics processing machine operators ,94111,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
14.75,19.5,23.0,NB,Sawmill machine operators ,94120,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
20.76,34.0,39.5,NB,"Pulp mill, papermaking and finishing machine operators ",94121,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
19.0,27.0,33.0,NB,Paper converting machine operators ,94122,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
20.02,23.5,26.0,NB,Lumber graders and other wood processing inspectors and graders ,94123,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
15.15,19.75,27.0,NB,Woodworking machine operators ,94124,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
16.0,21.21,24.0,NB,Other wood processing machine operators ,94129,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
14.75,18.0,22.81,NB,"Process control and machine operators, food and beverage processing ",94140,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
15.0,16.0,18.0,NB,Fish and seafood plant workers ,94142,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
14.94,19.4,31.0,NB,"Testers and graders, food and beverage processing ",94143,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
15.0,20.26,28.0,NB,"Electronics assemblers, fabricators, inspectors and testers ",94201,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
15.5,24.0,44.0,NB,Mechanical assemblers and inspectors ,94204,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
14.75,18.0,24.25,NB,"Furniture and fixture assemblers, finishers, refinishers and inspectors ",94210,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
14.75,17.25,22.25,NB,Assemblers and inspectors of other wood products ,94211,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
16.0,21.85,31.0,NB,"Industrial painters, coaters and metal finishing process operators ",94213,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
14.75,20.0,26.43,NB,"Other products assemblers, finishers and inspectors ",94219,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support
15.0,21.0,29.26,NB,Labourers in mineral and metal processing ,95100,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support
15.0,19.0,25.0,NB,Labourers in metal fabrication ,95101,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support
14.75,19.13,25.51,NB,Labourers in chemical products processing and utilities ,95102,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support
14.75,18.07,22.5,NB,"Labourers in wood, pulp and paper processing ",95103,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support
14.75,17.0,20.58,NB,Labourers in rubber and plastic products manufacturing ,95104,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support
14.75,15.53,21.82,NB,Labourers in food and beverage processing ,95106,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support
15.0,16.5,19.5,NB,Labourers in fish and seafood processing ,95107,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support
14.75,16.5,20.0,NB,"Other labourers in processing, manufacturing and utilities ",95109,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support
,53.18,,NL,Legislators ,00010,0,00,Legislative and senior management occupations,Legislative and senior managers,0,Managers
28.66,50.93,80.24,NL,Senior government managers and officials ,00011,0,00,Legislative and senior management occupations,Legislative and senior managers,0,Managers
41.21,76.92,104.9,NL,"Senior managers - financial, communications and other business services ",00012,0,00,Legislative and senior management occupations,Legislative and senior managers,0,Managers
31.25,48.85,76.92,NL,Financial managers ,10010,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers
22.86,48.08,66.67,NL,Human resources managers ,10011,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers
36.67,45.13,68.68,NL,Purchasing managers ,10012,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers
26.44,38.46,52.82,NL,Other administrative services managers ,10019,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers
25.48,51.28,72.12,NL,"Insurance, real estate and financial brokerage managers ",10020,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers
33.33,43.59,56.41,NL,"Banking, credit and other investment managers ",10021,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers
40.4,54.95,72.12,NL,"Advertising, marketing and public relations managers ",10022,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers
26.51,46.3,70.85,NL,Other business services managers ,10029,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers
33.0,43.59,61.54,NL,Telecommunication carriers managers ,10030,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers
20.0,36.25,56.56,NL,Financial auditors and accountants ,11100,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals
24.62,44.1,53.85,NL,Financial and investment analysts ,11101,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals
19.6,26.92,43.75,NL,Financial advisors ,11102,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals
20.77,27.69,60.0,NL,Other financial officers ,11109,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals
22.0,36.02,57.69,NL,Human resources professionals ,11200,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals
27.5,43.75,54.95,NL,Professional occupations in business management consulting ,11201,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals
16.5,26.92,46.15,NL,"Professional occupations in advertising, marketing and public relations ",11202,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals
20.0,30.0,41.04,NL,"Supervisors, general office and administrative support workers ",12010,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
21.54,27.4,34.15,NL,"Supervisors, finance and insurance office workers ",12011,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
15.54,24.96,40.84,NL,"Supervisors, library, correspondence and related information workers ",12012,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
18.0,30.77,40.0,NL,"Supervisors, supply chain, tracking and scheduling coordination occupations ",12013,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
21.43,27.18,35.23,NL,Executive assistants ,12100,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
18.0,29.0,44.23,NL,Human resources and recruitment officers ,12101,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
20.88,36.71,50.0,NL,Procurement and purchasing agents and officers ,12102,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
15.08,24.29,33.17,NL,Conference and event planners ,12103,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
27.0,31.79,43.8,NL,Employment insurance and revenue officers ,12104,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
18.5,26.3,48.39,NL,Health information management occupations ,12111,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
19.23,28.0,38.46,NL,Records management technicians ,12112,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
17.0,25.36,38.46,NL,Accounting technicians and bookkeepers ,12200,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
16.01,31.73,43.44,NL,Insurance adjusters and claims examiners ,12201,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
17.31,28.57,40.0,NL,Insurance underwriters ,12202,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
,35.03,,NL,"Assessors, business valuators and appraisers ",12203,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
19.0,28.0,44.23,NL,Administrative officers ,13100,1,13,"Business, finance and administration occupations",Administrative occupations and transportation logistics occupations,3,General Occupations/Trades
18.75,27.47,56.04,NL,Property administrators ,13101,1,13,"Business, finance and administration occupations",Administrative occupations and transportation logistics occupations,3,General Occupations/Trades
16.1,26.0,33.79,NL,Payroll administrators ,13102,1,13,"Business, finance and administration occupations",Administrative occupations and transportation logistics occupations,3,General Occupations/Trades
17.0,23.63,28.65,NL,Administrative assistants ,13110,1,13,"Business, finance and administration occupations",Administrative occupations and transportation logistics occupations,3,General Occupations/Trades
18.13,24.04,29.92,NL,Legal administrative assistants ,13111,1,13,"Business, finance and administration occupations",Administrative occupations and transportation logistics occupations,3,General Occupations/Trades
17.0,22.5,27.54,NL,Medical administrative assistants ,13112,1,13,"Business, finance and administration occupations",Administrative occupations and transportation logistics occupations,3,General Occupations/Trades
15.0,22.39,29.16,NL,General office support workers ,14100,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support
